"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"125",125,183,116,180,180,"NoGlasses","medium",0.46,-2.1,-1.2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.19,164.5,235.4,182.9,208.3,151.4,235.2,164,237.3,257.2,233.9,245.5,314,272,210.7,207.2,278.6,246.1,232.6,217.7,235.6,224,263.5,242.9,231.8,244.1,236.1,191.9,236.9,168.7,316.5,207.7,333.9,218.4,208.5,187.5,266.1,206.4,301.9,177.5,235.7,207.6,311.7,230.8,235.3,209.7,346.8,179.1,280.8,133.3,212.5,164.1,232.7,236,276.7,0.99,0.54,0.58,0.11,0.36,0.05,1,0,2,0,0,0,1
"2",2,28,171,448,448,"NoGlasses","high",0.97,3.2,9.8,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.07,295.1,141.4,358.9,126.9,258.2,143.6,294,163,543.5,166.4,483.7,349.2,581.5,115,407.8,298.1,505.6,157.8,427.8,172,442.4,252.8,505.5,148.5,505.2,178.7,382.9,166.8,283,334.9,393.4,385.1,461.4,129.9,358.5,245.7,401.3,347.6,333.2,154.8,398,359.8,470.9,164.9,390.3,412.7,324.8,278.7,215.6,102,298.9,132,469.6,293.2,0.75,0.05,1,0.08,0.8,0.02,1,0,3,0,0,0,1
"349",349,98,196,108,108,"NoGlasses","low",0.12,-21.3,22.4,0,0,0.076,0.42,0.503,0,0,0.001,FALSE,FALSE,FALSE,"low",0.05,217.5,137.1,233.7,120.8,209.5,140.1,220.1,140.7,273.9,119.6,277.9,167.3,277.7,104.3,262.7,154.4,263,122.6,252.8,128.4,264.8,143.5,263.5,119,267,125.7,240.5,131.7,229.9,182.8,266.3,183.8,252.5,116.3,243.3,150.7,261.4,169.2,227.6,134.9,262.7,172.8,257,126.1,269.1,190.3,239.7,159.9,192.3,133.9,217.1,133.8,271.9,149.6,1,0.09,0.25,0.04,0.89,0.11,1,0,1,0,0,0,1
"1370",1370,52,108,134,134,"ReadingGlasses","medium",0.28,-3.2,-0.9,0.002,0.001,0.817,0.17,0.004,0.002,0.001,0.002,FALSE,FALSE,FALSE,"low",0.19,139.9,92.3,153.5,79.2,126.6,93.2,138.3,96.5,216,91.9,207,148.3,227,78.5,173.5,124.6,207.9,90.7,182.5,92.7,189.8,114.4,205,87.6,206.1,95.1,163.7,93.8,148.3,148.7,176.2,156.5,189.2,78.2,160,114.6,175.4,142.9,149.7,92.8,175.6,147.9,193.1,92,176.9,164,151.9,123.9,110.4,83.4,138,88.8,197.9,122.7,0,0,0,0,0,0,0,1,2,0,0,0,1
"717",717,106,177,106,106,"NoGlasses","low",0.18,-4.6,-14.6,0,0,0.999,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,205.3,137.4,213.8,125.9,198.6,139,205.1,140.6,257.1,134.1,256.9,180.8,267.5,124.2,224.6,163.8,249.9,133.8,231.2,137.2,237,153.3,249.4,131.5,250.1,137.1,221,137.8,210.6,186.1,231.2,187.2,233.7,123.7,216.8,154.5,229.7,179.6,212,138.1,230.3,182.9,243.2,135.4,232.2,192.2,213.1,164.1,189.9,129,204.7,135.4,242.6,162.1,1,0.04,0.45,0.07,0.61,0.07,1,0,1,0,0,0,1
"868",868,712,664,723,723,"NoGlasses","high",1,0.3,17.6,0.041,0.001,0.002,0.757,0.005,0.022,0.172,0,FALSE,FALSE,FALSE,"high",1,867.3,888.3,978.1,852.5,822.4,891.7,869.8,908.5,1216.9,919.7,1158.2,1249.6,1300.1,877.4,1060.2,1106.5,1160.7,907.8,1081.8,916.8,1112.4,1036.1,1166.9,893.2,1164.7,931.1,1000.5,907.4,882.4,1251.9,1040.6,1265,1118.1,855.2,973.1,1031.6,1040.3,1228.7,925.7,894.6,1038.3,1258,1117.6,911.6,1039.2,1300.6,937.2,1101.8,742.7,858.4,872.3,873.9,1131.5,1106,0.77,0.04,1,0.22,0.14,0.36,0,0,3,0,0,0,3
"662",662,516,942,442,442,"NoGlasses","low",0.09,-2.8,16.2,0,0.004,0.196,0.463,0.33,0.001,0.002,0.003,FALSE,FALSE,FALSE,"medium",0.39,1066.1,631.6,1114.6,573.6,1019,637.8,1057.1,648.8,1281.3,635.9,1229.8,843.2,1314.7,570,1188.2,755.2,1258,631.5,1187.2,645.8,1213.8,723.7,1251.3,621.6,1253.2,648.4,1125.6,648.8,1071.5,848.2,1172.1,862.1,1204.3,576.2,1122.5,729.8,1175,827.8,1092.7,644.6,1173.9,850.2,1221.8,642.2,1177.7,890.2,1107.8,763.3,953.9,582.9,1060.3,619.9,1233.4,758.9,0.97,0.06,1,0.02,0.65,0.04,1,0,1,0,0,0,2
"659",659,136,191,123,123,"NoGlasses","low",0.02,-5.5,-4,0,0,0.83,0.17,0,0,0,0,FALSE,FALSE,FALSE,"low",0,223.4,171.3,235,158.9,214,172.8,223.2,176.4,287.2,165.7,281.5,222.4,297.9,152.6,252.4,205.8,276.5,165.4,258.1,172.7,264.5,196,277.3,161.8,279.1,170.9,243.2,174,231,226.9,255.2,229.8,262.8,156.2,239.9,198.7,255.1,224.7,231.9,173.2,255.4,228.6,269.4,169.8,256.5,236.4,236.7,208.8,199.1,163.7,222.5,166.9,270.3,205.8,0.91,0.06,1,0.02,0.62,0.12,1,0,1,0,0,0,1
"212",212,106,285,157,157,"NoGlasses","low",0,9.9,10.9,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,336.2,143.9,361.7,135.1,324.9,143.9,335.2,150,414.4,157.8,388.4,224.6,431,146.9,367.3,196.7,402.1,153.6,381.2,157.5,381.6,184.7,404.5,149,403.3,160,362.1,154.5,320.9,214.1,355.8,233.7,391.9,139.5,353.6,180.6,360.8,214.5,347.6,148.4,359.4,220.8,391.7,155.9,353.9,245.1,340.8,192.4,312.6,125.9,338.3,139.4,387.5,198.4,0.94,0.03,1,0.05,0.7,0.05,1,0,1,0,0,0,1
"1014",1014,96,70,182,182,"NoGlasses","low",0.14,-3.2,-3.4,0,0.001,0.187,0.716,0.092,0,0.003,0.001,FALSE,FALSE,FALSE,"low",0,120,145.6,136.4,125,107.7,145.4,119.7,151.3,212,139,196.7,230.9,227.7,117.5,163.8,197.4,195.8,138.9,167.8,149.4,179.2,182.5,196.3,135.1,198.3,145.6,151.6,150.4,130.8,231.1,164.1,236.1,179.2,125.4,145.3,183.7,163.7,224.8,132.8,149.4,164,232.8,183.6,145,165.2,249.1,136.6,200.4,90.5,125.7,121.7,141.9,187.1,199.4,0.94,0.04,1,0.03,0.31,0.06,0,0,1,0,0,0,1
"1142",1142,233,514,237,237,"NoGlasses","low",0.15,1,4.5,0.041,0,0.001,0.003,0,0.583,0.372,0,FALSE,FALSE,FALSE,"low",0.2,581.1,292.5,612.3,281.1,567.1,297.1,581.9,301.2,703.2,299.6,670.3,410.4,729.1,272.2,635.7,364,685.3,295.6,650,304.5,656.9,338.6,686.6,292.5,687.1,304.2,624.4,304.4,590.4,409.1,632.6,429.2,659.7,282.2,609.8,340.6,632.7,392,597,297.9,633.1,399.5,672.4,300.8,632.9,441,598.9,361.4,541.8,275.8,580.8,288.3,666.3,359.2,0.98,0.04,0.99,0.03,0.78,0.03,0,0,1,0,0,0,1
"1182",1182,103,185,156,156,"NoGlasses","low",0,-4.1,-1.4,0,0.004,0.092,0.899,0.004,0,0.001,0,FALSE,FALSE,FALSE,"low",0.23,223.2,145.1,246.5,134.7,215.1,147.8,225.9,149.9,307.8,142.4,292.9,215.9,324.8,130.3,263.3,188.4,294.8,141.8,270.6,146.4,275.2,171.8,294.9,137.9,296.4,147.3,250.8,147.4,239.7,219.5,266.7,221.6,270.5,133.6,249,173.3,264.9,210.6,235.2,146.1,266.8,216.6,285.1,143.7,267.7,232,242.9,188.2,189.4,136.1,225.2,142.8,284.4,186.5,0.92,0.02,1,0.04,0.83,0.03,0,0,1,0,0,0,1
"1400",1400,78,50,110,110,"NoGlasses","medium",0.56,-14,-4,0.008,0.172,0.006,0.631,0.039,0.125,0.017,0.002,FALSE,FALSE,FALSE,"medium",0.32,77.7,111.5,85.4,100.6,70.5,114.8,78.2,114.8,126.9,101.6,131.3,157.1,134.2,91.4,106.1,137,119.2,102.5,106,109.1,113.6,124.9,118.6,100.3,120.3,104.6,92.5,112.3,92.8,164.8,114,165.3,107.2,96.5,93.4,129.8,110.7,154.7,85.1,111.5,111.7,158.9,113.1,105.7,115.8,171.2,91.2,139.4,58.6,107.5,77.5,109.7,121.7,132.8,0,0,0,0,0,0,0,0,2,0,0,0,2
"19",19,176,284,305,305,"NoGlasses","low",0,4.4,-10.2,0,0,0.997,0.003,0,0,0,0,FALSE,FALSE,FALSE,"low",0.21,385,254.2,411.4,217,359.6,258.2,379.4,265.4,522.9,264,499,400.7,557.9,239.5,423.4,342.9,507.8,260.2,454.9,263.3,460.6,316.3,502.9,253.4,502.8,270,416,260.9,367.3,400,426.9,411.1,465.8,221.9,399.5,314.6,427.3,388.6,398.3,257.7,426.1,402.4,481.6,261.5,426.4,424.7,382.8,337.1,338.9,220.4,378.9,247.1,474.5,341.4,0,0,0,0,0,0,1,0,1,0,0,0,1
"1435",1435,114,210,168,168,"NoGlasses","low",0.18,0.4,-3.3,0.004,0.001,0,0.5,0.485,0.003,0.006,0.001,FALSE,FALSE,FALSE,"low",0,257.8,157,279.8,139,248.1,158.1,258.7,162,341.8,158,319.3,241.9,358.1,136.8,295.3,203.3,330,157.1,303.2,160.1,310.7,191.2,329.3,153,331.4,162.3,282.8,161,266.6,241.4,293.9,244.5,313.5,135.7,279.3,189.9,293.7,232.8,268.5,159,293.6,240.8,319.8,159.2,293.7,254.9,271.9,208.3,233.1,137,258.3,153.7,317.5,208.3,1,0.03,0.11,0.05,0.8,0.12,0,0,1,0,0,0,1
"449",449,91,359,358,358,"NoGlasses","low",0,-17.4,12,0,0.001,0.002,0.834,0.159,0,0,0.003,FALSE,FALSE,FALSE,"low",0,432.1,220.8,474.8,168.2,415.2,234,442.1,230,619,174.9,642.2,329.8,640.5,126.1,560.9,274.6,580.5,175.8,547.3,192.6,580.5,243.9,593.4,165.8,598.3,185.6,505.3,202.5,484.2,368.9,567.4,367.1,551.7,144.2,512.2,263.4,563.8,340,464.6,214.3,566.4,356,571.2,184.2,573.8,387.8,496.2,294.7,371.6,211.1,434.1,209.6,604.3,271.3,0.98,0.02,0.95,0.73,0.21,0.08,1,0,1,0,0,0,1
"1160",1160,105,103,155,155,"NoGlasses","low",0,-13.1,-21.7,0.001,0,0,0,0.996,0.004,0,0,FALSE,FALSE,FALSE,"low",0.06,142.6,154.7,148.1,137,132.7,159.4,142.3,160.9,218,136.7,217.6,213.8,229.6,118.4,170.2,188.1,206.1,136.9,177.1,146.5,186.8,171.8,204.9,133,206.8,143.2,160,151.3,165.6,226.6,187.9,224.2,178.9,126.3,160,178.3,182.2,210.4,152.1,154.3,184.5,217.3,194,141.4,190.1,232.2,157.8,192.3,114.3,148.6,140.7,151.7,197.5,183.1,0.93,0.04,1,0.04,0.42,0.05,0,0,1,0,0,0,1
"799",799,59,274,190,190,"NoGlasses","low",0,3.4,8.2,0,0.003,0.163,0.82,0.008,0,0.006,0.001,FALSE,FALSE,FALSE,"low",0.04,328.9,107.8,359.1,91.8,313.3,109.3,328.5,115.2,422.2,112.7,406.5,198.6,442.1,90.3,373.2,171.3,412.1,112.5,382.3,117,389.9,151.8,410.4,110.5,411.6,118,360.3,115.7,322,190.7,364.3,204.2,393.5,97.2,350.2,149.3,367.2,194.8,341.9,110.5,366.3,201,398.9,114.3,363.9,215.2,340.6,163,301.9,82.4,328.9,104.3,398.6,164.8,0.94,0.03,1,0.24,0.2,0.06,1,0,1,0,0,0,1
"904",904,78,190,72,72,"NoGlasses","low",0,1.7,12.7,0.01,0.049,0.087,0.447,0.241,0.021,0.099,0.047,FALSE,FALSE,FALSE,"low",0,210.7,95.7,222.1,88.7,205.1,96.2,210.9,98.6,246.3,98.2,236.1,133.1,252.7,93.5,229,114.9,241.1,97,231.9,97.3,234.3,110.2,241.4,94.8,241.3,99.9,222.8,97,212.9,131.7,225.9,135.5,234.2,89.3,221,110.3,226.6,126.5,216.6,96.6,226.3,129.2,236.1,97.6,225.6,139.9,217.3,116.8,198.9,90.6,211.3,92.9,237,117.1,0.81,0.02,1,0.03,0.75,0.1,0,0,1,0,0,0,1
"1532",1532,81,126,106,106,"NoGlasses","medium",0.71,-3.6,20,0,0,0.02,0.898,0.076,0,0.005,0,FALSE,FALSE,FALSE,"medium",0.43,152.4,108.2,169.9,98.9,145.7,108.9,153.2,111.6,206.9,109,199.9,157.4,214.7,98.6,184.6,139.5,198,108.4,187,109.8,191.4,128.3,199.8,105.9,200.1,111.5,172.6,109.9,161.2,161.1,183,160.7,191.6,99.4,169.9,128.9,182.7,156.2,161.8,109.3,183,160.8,193.1,109.6,182.8,167.5,164.7,138.4,131.9,99.8,153.6,105.6,197.6,135.5,1,0.03,0.2,0.1,0.62,0.06,0,0,2,0,0,0,2
"1297",1297,67,154,85,85,"NoGlasses","medium",0.31,7.2,-21.1,0.006,0,0.461,0.417,0.108,0.002,0.005,0,FALSE,FALSE,FALSE,"low",0.05,181,87.9,189.7,82.4,174.8,87.6,179.7,91.5,223.8,93.2,215,131.2,237.1,86.7,190,110.9,216.9,92.7,202.8,92.4,202.2,107,217.1,89.1,217.2,96,189.2,90.8,179.1,127.8,192.9,133.6,203.4,83.7,184.3,105.5,192.3,127.4,185.8,89.8,192.6,131.7,209.4,93.4,193,140.4,182.1,111.5,169.1,75.8,181.1,85.4,205.1,113.2,1,0.02,0.43,0.17,0.63,0.09,0,0,2,0,0,0,1
"903",903,178,237,188,188,"NoGlasses","low",0,1.3,1.2,0.043,0,0,0.394,0.26,0.042,0.26,0,FALSE,FALSE,FALSE,"low",0,284.4,231.8,314.7,211.3,271.2,232.8,286,234.7,392.4,235.5,365.7,317.8,411.9,214.7,331.2,271.3,379.4,233.6,341.8,235.8,346.7,262.5,378.8,231.2,378.7,237.8,318,234.7,294.6,315.8,330.8,315.1,351.9,213.3,312.6,263.3,329.9,304,299.6,232.1,328.6,311.7,363.7,234.9,330.2,325.9,303.7,277.2,251.2,211.8,285.7,230,355.1,279.2,0.84,0.04,1,0.02,0.46,0.24,0,0,1,0,0,0,1
"132",132,98,234,322,322,"NoGlasses","high",1,6.8,-0.1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"high",0.95,333.1,183,369.7,153.9,311.6,182.4,333.2,188.2,490.3,204.9,465.7,337.2,531.8,184.9,391.8,273.9,474.7,199.9,417.2,200.6,428.7,250,471.8,196.3,470.9,204.8,380.3,198.1,305.8,318.2,383.1,358.7,437.3,161.8,363.5,240.6,386.3,314.3,355.8,189.4,384,328.6,452.1,199.1,380.7,379.1,337.1,267.6,278.5,155.2,333.8,180.3,446,278.9,0,0,0,0,0,0,1,0,3,0,0,0,3
"163",163,63,181,112,112,"NoGlasses","low",0,-7,-5.2,0,0,0.999,0.001,0,0,0,0,FALSE,FALSE,FALSE,"low",0,208.9,97.1,219.4,84.5,200.7,98.8,208.4,100.2,266.5,89.2,262.9,140.5,277.2,78.2,233.5,122.4,259.8,89.7,241,96.3,245.2,111.2,258.5,87.6,259.4,92.6,226.3,98.1,219.5,148.1,239.3,152.1,242.9,80.3,224.2,113.5,236.1,136,216.3,97.4,237.1,140.9,251,92,240.1,157.5,218.2,123.7,187.1,90.4,208.4,94.8,252.3,120.3,1,0.03,0.36,0.07,0.72,0.09,1,0,1,0,0,0,1
"1373",1373,113,50,163,163,"ReadingGlasses","low",0,7,-3.5,0.215,0,0,0.667,0.003,0.013,0.102,0,FALSE,FALSE,FALSE,"medium",0.4,102.5,149.4,118.6,137.9,92.4,147.8,101,154.4,180.4,163.2,157.8,238.2,191.5,147.6,128.4,202.6,171,161.5,143.8,157.3,147.4,188.8,170.8,158,170.2,166.3,122.7,154.3,98.4,230,126.8,236.8,151.4,142.7,115.9,183.9,128.3,230.7,111.6,151.2,127.2,235,160,159.6,125.7,244.8,107.9,194.8,81.4,133.5,102.1,145.6,153.7,199.9,0,0,0,0,0,0,0,1,1,0,0,0,2
"417",417,94,129,187,187,"NoGlasses","low",0.01,-22.6,-17.8,0.011,0.002,0.606,0.38,0,0,0,0,FALSE,FALSE,FALSE,"low",0,174.9,162.1,183.4,144.4,162.4,171.1,176.9,170.8,259.4,120.3,272.6,213.4,268.4,94.3,217.5,204.4,247.2,125.9,218.4,148,232.6,177.3,242.2,122.3,248.8,134.4,197.4,158.5,205.2,242.9,237.2,236.4,214.5,126.6,201.3,192.5,232.3,229.3,187.8,160,235.9,235.2,232.2,138,242.3,246.7,200.4,210.7,137.5,160.4,171.5,157.5,245.4,188.5,0.66,0.04,1,0.12,0.5,0.19,1,0,1,0,0,0,1
"737",737,136,127,108,108,"ReadingGlasses","low",0.09,16.8,7.7,0.001,0.003,0.007,0.93,0.042,0.001,0.012,0.005,FALSE,FALSE,FALSE,"low",0,165.2,159.3,180.8,150.5,157.7,157.5,164.3,162.9,216.6,176.1,195.4,221.3,229.7,167.9,184.1,194.5,208.8,174.1,194.1,169.9,194,188.4,210.5,169.8,208.7,177.1,180.2,166,151.7,208.7,171.3,220.8,203.3,157.7,172.5,182.8,176.8,209.6,172.4,161.9,174.8,213.3,201.6,172.3,169.3,226.4,164.6,188.5,151,144.1,166.7,155.5,197.6,199.3,1,0.15,0.1,0.14,0.69,0.1,1,1,1,0,0,0,1
"592",592,366,168,511,511,"NoGlasses","medium",0.33,12.5,-18.4,0,0.003,0.171,0.791,0.029,0.001,0.004,0.001,FALSE,FALSE,FALSE,"low",0.12,346.3,486.1,408.6,465.8,307,483.6,338.1,502.6,592.5,538.3,500,764.3,650.5,518.2,393.4,621.4,561.8,529,468.2,519.1,465.4,600.7,562.8,514.1,556.4,542.1,410.1,511.6,309.7,731.5,393.7,745.5,482.7,482,376.5,584,397.4,721.2,376.8,502.8,392.9,744.7,526.3,525.8,389.2,775.7,346.9,628.5,276.2,429.7,348.1,470.9,475.8,652.2,0.08,0.99,0.06,0.12,0.82,0.77,1,0,2,0,0,0,1
"1312",1312,62,130,67,67,"ReadingGlasses","medium",0.26,-2,-3.2,0.001,0.002,0.205,0.729,0.026,0.003,0.03,0.003,FALSE,FALSE,TRUE,"low",0,149.6,79.6,157.1,73.4,144.8,79.8,149.5,81.3,181.6,78.4,176.1,111.5,187,71.3,164,95.5,177.1,78.5,169,79.6,170.9,91,177.4,76.5,177.4,79.9,160.4,80.1,152.1,112.2,165.1,114.2,169,73.2,158.4,91.3,164,105.7,154.1,79.3,164.3,109.2,173.1,78.5,165,118.8,154.3,96,138.7,72.9,149.2,77.9,173.7,95.8,0,0,0,0,0,0,0,1,2,0,0,1,1
"1331",1331,126,33,200,200,"NoGlasses","low",0.23,-0.9,-4,0,0.001,0.01,0.974,0.012,0,0.002,0,FALSE,FALSE,FALSE,"medium",0.45,91.5,176.8,112.9,162,77.3,177.6,90.7,183.5,187.8,177.1,172.2,274.8,202.4,163.9,130.8,232.7,173.6,177.8,141.9,181.4,147.4,210.9,174.3,170.7,174.9,184.3,118.6,180.4,99.5,276.5,134.4,278.8,149.5,161.9,115.6,210.9,132.9,268.3,104.2,177.5,133.2,274.1,160.3,179.7,134.4,288,104.6,232.8,57.9,166,91.1,169.9,159.3,232.3,0,0,0,0,0,0,0,0,1,0,0,0,2
"1170",1170,81,143,81,81,"NoGlasses","low",0,-10.6,-14.8,0.001,0.01,0.135,0.829,0.02,0.002,0.001,0.002,FALSE,FALSE,FALSE,"medium",0.62,163.8,106.9,169,100,156.5,109.1,163.4,110.9,205.2,97.5,201,137.8,213.9,91.3,180.1,126.3,198.5,98.3,182.4,103.3,188.8,118.1,198,95.6,199.5,101.7,173.1,105.8,172.8,144.8,185.1,143.6,181,96.2,173.3,120.8,185.1,138,168.5,107.2,185.4,141.4,191.9,100.4,186,149,170.5,127.5,147.5,105,161.8,104.9,193.3,123.1,0.97,0.04,1,0.04,0.17,0.05,0,0,1,0,0,0,2
"136",136,100,212,131,131,"NoGlasses","low",0,-6.6,-7.1,0,0.001,0.048,0.934,0.013,0,0.003,0,FALSE,FALSE,FALSE,"low",0.01,246.9,139.6,255.6,120.2,238,141.7,246.5,142.9,311.2,133,309.5,192.7,323.2,119.4,275.7,169.6,301.2,131.8,281.4,139,288.3,158.7,301.6,130.8,301.1,135.3,266.1,140.3,254.7,200.4,280,208.5,280.3,118.5,264.9,161.2,278,191.5,255.4,140.2,278.5,194.8,292.6,135.2,280.6,215.5,259,174.3,222.9,129.9,245.6,138.5,296,169.3,1,0.06,0.17,0.17,0.26,0.23,1,0,1,0,0,0,1
"220",220,339,365,117,117,"NoGlasses","medium",0.25,2.5,-7.3,0,0.001,0.079,0.75,0.163,0.001,0.006,0,FALSE,FALSE,TRUE,"medium",0.4,398.7,371.4,408.6,355.4,386.8,371.3,396.3,375.1,462.1,373.7,450.5,424.3,474.8,361.5,418.7,401.2,451.6,374,430.1,374.8,434.2,393.9,451.2,370.4,451.8,376.5,414.3,374.4,395.6,422.4,420.6,436.5,435.6,357.2,408.5,393.2,419.8,415.6,407.3,373.7,419.8,421.8,440.7,375.6,420.8,443.1,401.8,402,375.7,357.3,397,368.1,441.4,403.1,0,0,0,0,0,0,1,0,2,0,0,1,2
"1408",1408,74,142,112,112,"ReadingGlasses","low",0.19,6.6,-2.9,0.012,0,0,0.227,0.758,0.002,0,0,FALSE,FALSE,FALSE,"high",0.71,179.7,100.5,192.5,86.5,172.6,102.1,179.5,104.5,231.1,107.3,212.7,161,243.1,97.4,199.4,132.6,223.9,104.8,209.7,105.5,209.7,127,224.9,103.3,224,109,195.7,103.7,176.7,159.2,193.4,160.8,213.3,89.3,189.8,124.9,194.1,155.9,185.4,102.9,193.9,159,217.4,105.8,193.1,165.9,184.3,134.2,163,91.9,179.5,98.6,211.4,138.2,0,0,0,0,0,0,0,1,1,0,0,0,3
"71",71,36,94,98,98,"NoGlasses","low",0,5.1,-4.4,0,0.004,0.294,0.621,0.073,0.001,0.007,0,FALSE,FALSE,FALSE,"low",0.29,124.7,61.9,135.8,52,118.3,62.3,123.7,64,173.2,66.8,163.7,107.9,186.9,59.7,142.5,87.4,166.7,65,151,66.3,154.3,80.3,166.2,63.3,166.3,67.4,140.3,65.4,118,105.4,141.6,109,157.5,53.1,134.1,79.1,141.8,102.1,130.6,63.5,142,105.6,160.2,65.8,142.2,113.9,127.7,87.2,107.1,51,124.3,59.7,160.3,88.3,1,0.03,0.25,0.21,0.61,0.1,1,0,1,0,0,0,1
"890",890,81,199,74,74,"NoGlasses","low",0.07,0.4,8.7,0.004,0.027,0.104,0.545,0.249,0.009,0.042,0.02,FALSE,FALSE,FALSE,"low",0,220.1,100.6,229.9,94.1,215.3,101.4,220.7,103.1,257.4,102.2,248.3,137.5,264,97.3,238.3,120.1,252.4,101.2,241.9,102.1,244.3,113.7,252.1,99.4,252.2,103.5,233,101.9,223.2,137.2,236.7,137,244.9,94.2,230.6,113,237.1,133.4,225.5,101.3,237,136.3,247.6,101.7,236.6,140.6,226.4,119.5,208.9,96.4,220.6,98.8,247.4,120.4,0.83,0.08,1,0.14,0.09,0.08,0,0,1,0,0,0,1
"618",618,42,213,201,201,"NoGlasses","medium",0.37,8.1,3.1,0,0.005,0.183,0.752,0.041,0.001,0.016,0.002,FALSE,FALSE,FALSE,"low",0,274.7,89.9,305.4,68.6,260.6,89.5,273.9,96.9,379.2,106.1,343.6,197.1,407.6,90.6,318.8,146.8,361.5,101.5,333.5,103.9,336.7,138.1,367,98.2,366.4,110.1,311.2,100.7,269.7,186.6,310,197.3,355.3,74,300.6,133,312.4,181.9,290.3,95.9,310.8,190.2,353.3,104.1,307.5,210.3,289.9,149,241.4,61.1,277.3,84.4,342.5,157.9,0.2,0.09,0.57,0.11,0.67,0.99,1,0,2,0,0,0,1
"224",224,324,261,206,206,"NoGlasses","low",0,-14.7,17.5,0.002,0,0.363,0.442,0.188,0.001,0.004,0,FALSE,FALSE,FALSE,"medium",0.36,307.1,390,328.7,359.2,293.9,394.9,309.8,395.7,406.3,372,413.1,470.8,418.7,346.9,377,428.5,391.4,373,370.2,382.5,386.8,413.3,390.4,366.9,394.4,378.5,347.1,386.8,336.3,485.3,383.1,479.2,377.4,348.3,349.1,420.1,378,466.6,325,389.1,380.7,476.1,380,378.5,386.6,492.6,340.6,440.4,266.1,380.6,307.9,384.8,399.4,431.1,0.89,0.05,1,0.04,0.62,0.12,1,0,1,0,0,0,2
